ColumnName,Category,CategoryName
eml1,demographic,Claimline
cell1,demographic,Claimline
tel1,demographic,Claimline
psa1,demographic,Claimline
psa2,demographic,Claimline
pci,demographic,Claimline
pct,demographic,Claimline
pctn,demographic,Claimline
pst,demographic,Claimline
pstn,demographic,Claimline
pcy,demographic,Claimline
pz,demographic,Claimline
ethn,demographic,Claimline
df,demographic,Claimline
ms,demographic,Claimline
sid,demographic,Claimline
pstp,demographic,Claimline
racen,demographic,Claimline
ethnm,demographic,Claimline
msn,demographic,Claimline
pcpn,demographic,Claimline
pcpslid,demographic,Claimline
pcpsln,demographic,Claimline
pcpfdt,demographic,Claimline
pcpldt,demographic,Claimline
pcpidt,demographic,Claimline
pcpslidt,demographic,Claimline
pcpid,demographic,Claimline
pthcno,demographic,Claimline
bedpa,demographic,Claimline
bedpb,demographic,Claimline
did,diagnosis,Claimline
ad,diagnosis,Claimline
pdn,diagnosis,Claimline
pds,diagnosis,Claimline
pdsn,diagnosis,Claimline
ccsdc,diagnosis,Claimline
ccsgn,diagnosis,Claimline
ccsv,diagnosis,Claimline
drgn,diagnosis,Claimline
drgv,diagnosis,Claimline
adn1,diagnosis,Claimline
adn2,diagnosis,Claimline
adn3,diagnosis,Claimline
adn4,diagnosis,Claimline
adn5,diagnosis,Claimline
adn6,diagnosis,Claimline
adn7,diagnosis,Claimline
adn8,diagnosis,Claimline
adn9,diagnosis,Claimline
adn10,diagnosis,Claimline
adn11,diagnosis,Claimline
adn12,diagnosis,Claimline
adn13,diagnosis,Claimline
adn14,diagnosis,Claimline
ddt,diagnosis,Claimline
adn15,diagnosis,Claimline
pd,diagnosis,Claimline
pdcs,diagnosis,Claimline
drg,diagnosis,Claimline
ad1,diagnosis,Claimline
ad2,diagnosis,Claimline
ad3,diagnosis,Claimline
ad4,diagnosis,Claimline
ad5,diagnosis,Claimline
ad6,diagnosis,Claimline
ad7,diagnosis,Claimline
ad8,diagnosis,Claimline
ad9,diagnosis,Claimline
ad10,diagnosis,Claimline
ad11,diagnosis,Claimline
ad12,diagnosis,Claimline
ad13,diagnosis,Claimline
ad14,diagnosis,Claimline
ad15,diagnosis,Claimline
adn,diagnosis,Claimline
eid,encounter,Claimline
efdt,encounter,Claimline
er,encounter,Claimline
es,encounter,Claimline
drdn,encounter,Claimline
stn,encounter,Claimline
sln,encounter,Claimline
vif,encounter,Claimline
et,encounter,Claimline
atc,encounter,Claimline
raid,encounter,Claimline
adsc,encounter,Claimline
eldt,encounter,Claimline
drdc,encounter,Claimline
drtl,encounter,Claimline
fc,encounter,Claimline
stc,encounter,Claimline
slc,encounter,Claimline
adt,encounter,Claimline
drdt,encounter,Claimline
adsrn,encounter,Claimline
ptt,encounter,Claimline
inpid,insurance,Claimline
incid,insurance,Claimline
inpn,insurance,Claimline
inptp,insurance,Claimline
incn,insurance,Claimline
ingno,insurance,Claimline
inorgn,insurance,Claimline
inpt,insurance,Claimline
infn,insurance,Claimline
inln,insurance,Claimline
inmn,insurance,Claimline
inpr,insurance,Claimline
indob,insurance,Claimline
inprsq,insurance,Claimline
ptsid,insurance,Claimline
ptsrn,insurance,Claimline
inpcs,insurance,Claimline
ingerid,insurance,Claimline
ingen,insurance,Claimline
inpfdt,insurance,Claimline
inpldt,insurance,Claimline
prs,insurance,Claimline
prt,insurance,Claimline
ptsgn,insurance,Claimline
prn,medication,Claimline
prfn,medication,Claimline
prno,medication,Claimline
rxn,medication,Claimline
norr,medication,Claimline
nord,medication,Claimline
rxs,medication,Claimline
rxgun,medication,Claimline
mdat,medication,Claimline
phid,medication,Claimline
phidtp,medication,Claimline
mfnm,medication,Claimline
prdt,medication,Claimline
rxc,medication,Claimline
rxcs,medication,Claimline
rxmc,medication,Claimline
smcs,medication,Claimline
gf,medication,Claimline
rxfdt,medication,Claimline
rxldt,medication,Claimline
msrga,medication,Claimline
rxds,medication,Claimline
nor,medication,Claimline
mrrdt,medication,Claimline
rxguc,medication,Claimline
rxgucs,medication,Claimline
phn,medication,Claimline
phcy,medication,Claimline
phst,medication,Claimline
dpct,medication,Claimline
phz,medication,Claimline
phsa1,medication,Claimline
phcn,medication,Claimline
mrtcd,medication,Claimline
mrtnm,medication,Claimline
mst,medication,Claimline
mstn,medication,Claimline
mfrq,medication,Claimline
mfrn,medication,Claimline
rxsut,medication,Claimline
pstc,medication,Claimline
drgea,medication,Claimline
daw,medication,Claimline
cms,notesandcomments,Claimline
cmd,notesandcomments,Claimline
cmt,notesandcomments,Claimline
os,order,Claimline
oc,order,Claimline
on,order,Claimline
ocs,order,Claimline
pon,order,Claimline
ofdt,order,Claimline
rst,order,Claimline
odt,order,Claimline
pid,procedure,Claimline
pn,procedure,Claimline
pftm,procedure,Claimline
pltm,procedure,Claimline
pftc,procedure,Claimline
pftnm,procedure,Claimline
pmn1,procedure,Claimline
pmn2,procedure,Claimline
pmn3,procedure,Claimline
pmn4,procedure,Claimline
pmn5,procedure,Claimline
apn1,procedure,Claimline
apn2,procedure,Claimline
apn3,procedure,Claimline
apn4,procedure,Claimline
apn5,procedure,Claimline
pc,procedure,Claimline
pcs,procedure,Claimline
pfdt,procedure,Claimline
pldt,procedure,Claimline
pm1,procedure,Claimline
pm2,procedure,Claimline
pm3,procedure,Claimline
pm4,procedure,Claimline
pm5,procedure,Claimline
ap1,procedure,Claimline
ap2,procedure,Claimline
ap3,procedure,Claimline
ap4,procedure,Claimline
ap5,procedure,Claimline
ap6,procedure,Claimline
betc,procedure,Claimline
acoid,provider,Claimline
acon,provider,Claimline
adpid,provider,Claimline
adpidt,provider,Claimline
adpn,provider,Claimline
adpnpi,provider,Claimline
adps,provider,Claimline
adpsc,provider,Claimline
atpid,provider,Claimline
atpidt,provider,Claimline
atpn,provider,Claimline
atpnpi,provider,Claimline
atps,provider,Claimline
atpsc,provider,Claimline
cpid,provider,Claimline
cpidt,provider,Claimline
cpn,provider,Claimline
cpnpi,provider,Claimline
cps,provider,Claimline
cpsc,provider,Claimline
ftccn,provider,Claimline
ftci,provider,Claimline
ftid,provider,Claimline
ftidt,provider,Claimline
ftn,provider,Claimline
ftnpi,provider,Claimline
ftsa1,provider,Claimline
ftsa2,provider,Claimline
ftsp,provider,Claimline
ftspcd,provider,Claimline
ftst,provider,Claimline
ftstn,provider,Claimline
ftz,provider,Claimline
opid,provider,Claimline
opidt,provider,Claimline
opn,provider,Claimline
opnpi,provider,Claimline
opsc,provider,Claimline
opsn,provider,Claimline
orgid,provider,Claimline
orgn,provider,Claimline
orgrid,provider,Claimline
orgrn,provider,Claimline
orgtin,provider,Claimline
otpid,provider,Claimline
otpidt,provider,Claimline
otpn,provider,Claimline
otpnpi,provider,Claimline
otps,provider,Claimline
otpsc,provider,Claimline
rpid,provider,Claimline
rpidt,provider,Claimline
rpn,provider,Claimline
rpnpi,provider,Claimline
rps,provider,Claimline
rpsc,provider,Claimline
spidt,provider,Claimline
spn,provider,Claimline
spid,provider,Claimline
sps,provider,Claimline
spsc,provider,Claimline
spnpi,provider,Claimline
prvid,provider,Claimline
obf,result,Claimline
rn,result,Claimline
natc,result,Claimline
rredt,result,Claimline
rc,result,Claimline
rcs,result,Claimline
rv,result,Claimline
sru,result,Claimline
onrr,result,Claimline
rrh,result,Claimline
rrl,result,Claimline
oac,result,Claimline
rdt,result,Claimline
rhv,result,Claimline
rlv,result,Claimline
uru,result,Claimline
rid,result,Claimline
raoid,result,Claimline
raoc,result,Claimline
st,source,Claimline
sstp,source,Claimline
rcdt,source,Claimline
meunm,source,Claimline
metmstp,source,Claimline
medt,source,Claimline
mefn,source,Claimline
meln,source,Claimline
meuid,source,Claimline
menote,source,Claimline
ingdt,source,Claimline
pipid,source,Claimline
sfn,source,Claimline
vdnm,source,Claimline
vdml,source,Claimline
cltp,source,Claimline
emrtp,source,Claimline
papcid,appointment,Charge
fapid,appointment,Charge
aprc,appointment,Charge
aprt,appointment,Charge
aprcs,appointment,Charge
aptc,appointment,Charge
aptn,appointment,Charge
aptcs,appointment,Charge
apd,appointment,Charge
apdu,appointment,Charge
apldt,appointment,Charge
apltm,appointment,Charge
pcid,appointment,Charge
pcfn,appointment,Charge
apcmn,appointment,Charge
apclm,appointment,Charge
afid,appointment,Charge
affn,appointment,Charge
afmn,appointment,Charge
afln,appointment,Charge
aeid,appointment,Charge
aefn,appointment,Charge
aemn,appointment,Charge
aeln,appointment,Charge
ppcapid,appointment,Charge
pfapid,appointment,Charge
apsc,appointment,Charge
abkdt,appointment,Charge
alrtp,appointment,Charge
apfdt,appointment,Charge
apftm,appointment,Charge
tid,charge,Charge
tbid,charge,Charge
tsdt,charge,Charge
tpdt,charge,Charge
tsc,charge,Charge
tscs,charge,Charge
sdc,charge,Charge
tt,charge,Charge
tcamt,charge,Charge
chtc,charge,Charge
licamt,charge,Charge
licop,charge,Charge
chsbdt,charge,Charge
tsn,charge,Charge
sdn,charge,Charge
ttn,charge,Charge
tqt,charge,Charge
utat,charge,Charge
cat,charge,Charge
empi,demographic,Charge
tel2,demographic,Charge
tel3,demographic,Charge
tel4,demographic,Charge
ssa1,demographic,Charge
ssa2,demographic,Charge
sci,demographic,Charge
sct,demographic,Charge
sctn,demographic,Charge
sst,demographic,Charge
sstn,demographic,Charge
scy,demographic,Charge
sz,demographic,Charge
race,demographic,Charge
fn,demographic,Charge
mn,demographic,Charge
ln,demographic,Charge
orec,demographic,Charge
byind,demographic,Charge
pl,demographic,Charge
bfmdst,demographic,Charge
bfsdcd,demographic,Charge
hpstdt,demographic,Charge
hpenddt,demographic,Charge
rel,demographic,Charge
mbi,demographic,Charge
dob,demographic,Charge
gn,demographic,Charge
dod,demographic,Charge
id,demographic,Charge
idt,demographic,Charge
ssn4,demographic,Charge
ssn,demographic,Charge
eml1,demographic,Charge
cell1,demographic,Charge
tel1,demographic,Charge
psa1,demographic,Charge
psa2,demographic,Charge
pci,demographic,Charge
pct,demographic,Charge
pctn,demographic,Charge
pst,demographic,Charge
pstn,demographic,Charge
pcy,demographic,Charge
pz,demographic,Charge
ethn,demographic,Charge
df,demographic,Charge
ms,demographic,Charge
sid,demographic,Charge
pstp,demographic,Charge
racen,demographic,Charge
ethnm,demographic,Charge
msn,demographic,Charge
pcpn,demographic,Charge
pcpslid,demographic,Charge
pcpsln,demographic,Charge
pcpfdt,demographic,Charge
pcpldt,demographic,Charge
pcpidt,demographic,Charge
pcpslidt,demographic,Charge
pcpid,demographic,Charge
pthcno,demographic,Charge
bedpa,demographic,Charge
bedpb,demographic,Charge
did,diagnosis,Charge
ad,diagnosis,Charge
pdn,diagnosis,Charge
pds,diagnosis,Charge
pdsn,diagnosis,Charge
ccsdc,diagnosis,Charge
ccsgn,diagnosis,Charge
ccsv,diagnosis,Charge
drgn,diagnosis,Charge
drgv,diagnosis,Charge
adn1,diagnosis,Charge
adn2,diagnosis,Charge
adn3,diagnosis,Charge
adn4,diagnosis,Charge
adn5,diagnosis,Charge
adn6,diagnosis,Charge
adn7,diagnosis,Charge
adn8,diagnosis,Charge
adn9,diagnosis,Charge
adn10,diagnosis,Charge
adn11,diagnosis,Charge
adn12,diagnosis,Charge
adn13,diagnosis,Charge
adn14,diagnosis,Charge
ddt,diagnosis,Charge
adn15,diagnosis,Charge
pd,diagnosis,Charge
pdcs,diagnosis,Charge
drg,diagnosis,Charge
ad1,diagnosis,Charge
ad2,diagnosis,Charge
ad3,diagnosis,Charge
ad4,diagnosis,Charge
ad5,diagnosis,Charge
ad6,diagnosis,Charge
ad7,diagnosis,Charge
ad8,diagnosis,Charge
ad9,diagnosis,Charge
ad10,diagnosis,Charge
ad11,diagnosis,Charge
ad12,diagnosis,Charge
ad13,diagnosis,Charge
ad14,diagnosis,Charge
ad15,diagnosis,Charge
adn,diagnosis,Charge
eid,encounter,Charge
efdt,encounter,Charge
er,encounter,Charge
es,encounter,Charge
drdn,encounter,Charge
stn,encounter,Charge
sln,encounter,Charge
vif,encounter,Charge
et,encounter,Charge
atc,encounter,Charge
raid,encounter,Charge
adsc,encounter,Charge
eldt,encounter,Charge
drdc,encounter,Charge
drtl,encounter,Charge
fc,encounter,Charge
stc,encounter,Charge
slc,encounter,Charge
adt,encounter,Charge
drdt,encounter,Charge
adsrn,encounter,Charge
ptt,encounter,Charge
inpid,insurance,Charge
incid,insurance,Charge
inpn,insurance,Charge
inptp,insurance,Charge
incn,insurance,Charge
ingno,insurance,Charge
inorgn,insurance,Charge
inpt,insurance,Charge
infn,insurance,Charge
inln,insurance,Charge
inmn,insurance,Charge
inpr,insurance,Charge
indob,insurance,Charge
inprsq,insurance,Charge
ptsid,insurance,Charge
ptsrn,insurance,Charge
inpcs,insurance,Charge
ingerid,insurance,Charge
ingen,insurance,Charge
inpfdt,insurance,Charge
inpldt,insurance,Charge
prs,insurance,Charge
prt,insurance,Charge
ptsgn,insurance,Charge
prn,medication,Charge
prfn,medication,Charge
prno,medication,Charge
rxn,medication,Charge
norr,medication,Charge
nord,medication,Charge
rxs,medication,Charge
rxgun,medication,Charge
mdat,medication,Charge
phid,medication,Charge
phidtp,medication,Charge
mfnm,medication,Charge
prdt,medication,Charge
rxc,medication,Charge
rxcs,medication,Charge
rxmc,medication,Charge
smcs,medication,Charge
gf,medication,Charge
rxfdt,medication,Charge
rxldt,medication,Charge
msrga,medication,Charge
rxds,medication,Charge
nor,medication,Charge
mrrdt,medication,Charge
rxguc,medication,Charge
rxgucs,medication,Charge
phn,medication,Charge
phcy,medication,Charge
phst,medication,Charge
dpct,medication,Charge
phz,medication,Charge
phsa1,medication,Charge
phcn,medication,Charge
mrtcd,medication,Charge
mrtnm,medication,Charge
mst,medication,Charge
mstn,medication,Charge
mfrq,medication,Charge
mfrn,medication,Charge
rxsut,medication,Charge
pstc,medication,Charge
drgea,medication,Charge
daw,medication,Charge
cms,notesandcomments,Charge
cmd,notesandcomments,Charge
cmt,notesandcomments,Charge
os,order,Charge
oc,order,Charge
on,order,Charge
ocs,order,Charge
pon,order,Charge
ofdt,order,Charge
rst,order,Charge
odt,order,Charge
pbn,problem,Charge
pbfdt,problem,Charge
pbrdt,problem,Charge
pbldt,problem,Charge
pbc,problem,Charge
pbcs,problem,Charge
pbst,problem,Charge
pbtp,problem,Charge
pbtpc,problem,Charge
pid,procedure,Charge
pn,procedure,Charge
pftm,procedure,Charge
pltm,procedure,Charge
pftc,procedure,Charge
pftnm,procedure,Charge
pmn1,procedure,Charge
pmn2,procedure,Charge
pmn3,procedure,Charge
pmn4,procedure,Charge
pmn5,procedure,Charge
apn1,procedure,Charge
apn2,procedure,Charge
apn3,procedure,Charge
apn4,procedure,Charge
apn5,procedure,Charge
pc,procedure,Charge
pcs,procedure,Charge
pfdt,procedure,Charge
pldt,procedure,Charge
pm1,procedure,Charge
pm2,procedure,Charge
pm3,procedure,Charge
pm4,procedure,Charge
pm5,procedure,Charge
ap1,procedure,Charge
ap2,procedure,Charge
ap3,procedure,Charge
ap4,procedure,Charge
ap5,procedure,Charge
ap6,procedure,Charge
betc,procedure,Charge
acoid,provider,Charge
acon,provider,Charge
adpid,provider,Charge
adpidt,provider,Charge
adpn,provider,Charge
adpnpi,provider,Charge
adps,provider,Charge
adpsc,provider,Charge
atpid,provider,Charge
atpidt,provider,Charge
atpn,provider,Charge
atpnpi,provider,Charge
atps,provider,Charge
atpsc,provider,Charge
cpid,provider,Charge
cpidt,provider,Charge
cpn,provider,Charge
cpnpi,provider,Charge
cps,provider,Charge
cpsc,provider,Charge
ftccn,provider,Charge
ftci,provider,Charge
ftid,provider,Charge
ftidt,provider,Charge
ftn,provider,Charge
ftnpi,provider,Charge
ftsa1,provider,Charge
ftsa2,provider,Charge
ftsp,provider,Charge
ftspcd,provider,Charge
ftst,provider,Charge
ftstn,provider,Charge
ftz,provider,Charge
opid,provider,Charge
opidt,provider,Charge
opn,provider,Charge
opnpi,provider,Charge
opsc,provider,Charge
opsn,provider,Charge
orgid,provider,Charge
orgn,provider,Charge
orgrid,provider,Charge
orgrn,provider,Charge
orgtin,provider,Charge
otpid,provider,Charge
otpidt,provider,Charge
otpn,provider,Charge
otpnpi,provider,Charge
otps,provider,Charge
otpsc,provider,Charge
rpid,provider,Charge
rpidt,provider,Charge
rpn,provider,Charge
rpnpi,provider,Charge
rps,provider,Charge
rpsc,provider,Charge
spidt,provider,Charge
spn,provider,Charge
spid,provider,Charge
sps,provider,Charge
spsc,provider,Charge
spnpi,provider,Charge
prvid,provider,Charge
obf,result,Charge
rn,result,Charge
natc,result,Charge
rredt,result,Charge
rc,result,Charge
rcs,result,Charge
rv,result,Charge
sru,result,Charge
onrr,result,Charge
rrh,result,Charge
rrl,result,Charge
oac,result,Charge
rdt,result,Charge
rhv,result,Charge
rlv,result,Charge
uru,result,Charge
rid,result,Charge
raoid,result,Charge
raoc,result,Charge
st,source,Charge
sstp,source,Charge
rcdt,source,Charge
meunm,source,Charge
metmstp,source,Charge
medt,source,Charge
mefn,source,Charge
meln,source,Charge
meuid,source,Charge
menote,source,Charge
ingdt,source,Charge
pipid,source,Charge
sfn,source,Charge
vdnm,source,Charge
vdml,source,Charge
cltp,source,Charge
emrtp,source,Charge
papcid,appointment,Vital
fapid,appointment,Vital
aprc,appointment,Vital
aprt,appointment,Vital
aprcs,appointment,Vital
aptc,appointment,Vital
aptn,appointment,Vital
aptcs,appointment,Vital
apd,appointment,Vital
apdu,appointment,Vital
apldt,appointment,Vital
apltm,appointment,Vital
pcid,appointment,Vital
pcfn,appointment,Vital
apcmn,appointment,Vital
apclm,appointment,Vital
afid,appointment,Vital
affn,appointment,Vital
afmn,appointment,Vital
afln,appointment,Vital
aeid,appointment,Vital
aefn,appointment,Vital
aemn,appointment,Vital
aeln,appointment,Vital
ppcapid,appointment,Vital
pfapid,appointment,Vital
apsc,appointment,Vital
abkdt,appointment,Vital
alrtp,appointment,Vital
apfdt,appointment,Vital
apftm,appointment,Vital
empi,demographic,Vital
tel2,demographic,Vital
tel3,demographic,Vital
tel4,demographic,Vital
ssa1,demographic,Vital
ssa2,demographic,Vital
sci,demographic,Vital
sct,demographic,Vital
sctn,demographic,Vital
sst,demographic,Vital
sstn,demographic,Vital
scy,demographic,Vital
sz,demographic,Vital
race,demographic,Vital
fn,demographic,Vital
mn,demographic,Vital
ln,demographic,Vital
orec,demographic,Vital
byind,demographic,Vital
pl,demographic,Vital
bfmdst,demographic,Vital
bfsdcd,demographic,Vital
hpstdt,demographic,Vital
hpenddt,demographic,Vital
rel,demographic,Vital
mbi,demographic,Vital
dob,demographic,Vital
gn,demographic,Vital
dod,demographic,Vital
id,demographic,Vital
idt,demographic,Vital
ssn4,demographic,Vital
ssn,demographic,Vital
eml1,demographic,Vital
cell1,demographic,Vital
tel1,demographic,Vital
psa1,demographic,Vital
psa2,demographic,Vital
pci,demographic,Vital
pct,demographic,Vital
pctn,demographic,Vital
pst,demographic,Vital
pstn,demographic,Vital
pcy,demographic,Vital
pz,demographic,Vital
ethn,demographic,Vital
df,demographic,Vital
ms,demographic,Vital
sid,demographic,Vital
pstp,demographic,Vital
racen,demographic,Vital
ethnm,demographic,Vital
msn,demographic,Vital
pcpn,demographic,Vital
pcpslid,demographic,Vital
pcpsln,demographic,Vital
pcpfdt,demographic,Vital
pcpldt,demographic,Vital
pcpidt,demographic,Vital
pcpslidt,demographic,Vital
pcpid,demographic,Vital
pthcno,demographic,Vital
bedpa,demographic,Vital
bedpb,demographic,Vital
eid,encounter,Vital
efdt,encounter,Vital
er,encounter,Vital
es,encounter,Vital
drdn,encounter,Vital
stn,encounter,Vital
sln,encounter,Vital
vif,encounter,Vital
et,encounter,Vital
atc,encounter,Vital
raid,encounter,Vital
adsc,encounter,Vital
eldt,encounter,Vital
drdc,encounter,Vital
drtl,encounter,Vital
fc,encounter,Vital
stc,encounter,Vital
slc,encounter,Vital
adt,encounter,Vital
drdt,encounter,Vital
adsrn,encounter,Vital
ptt,encounter,Vital
inpid,insurance,Vital
incid,insurance,Vital
inpn,insurance,Vital
inptp,insurance,Vital
incn,insurance,Vital
ingno,insurance,Vital
inorgn,insurance,Vital
inpt,insurance,Vital
infn,insurance,Vital
inln,insurance,Vital
inmn,insurance,Vital
inpr,insurance,Vital
indob,insurance,Vital
inprsq,insurance,Vital
ptsid,insurance,Vital
ptsrn,insurance,Vital
inpcs,insurance,Vital
ingerid,insurance,Vital
ingen,insurance,Vital
inpfdt,insurance,Vital
inpldt,insurance,Vital
prs,insurance,Vital
prt,insurance,Vital
ptsgn,insurance,Vital
cms,notesandcomments,Vital
cmd,notesandcomments,Vital
cmt,notesandcomments,Vital
pbn,problem,Vital
pbfdt,problem,Vital
pbrdt,problem,Vital
pbldt,problem,Vital
pbc,problem,Vital
pbcs,problem,Vital
pbst,problem,Vital
pbtp,problem,Vital
pbtpc,problem,Vital
acoid,provider,Vital
acon,provider,Vital
adpid,provider,Vital
adpidt,provider,Vital
adpn,provider,Vital
adpnpi,provider,Vital
adps,provider,Vital
adpsc,provider,Vital
atpid,provider,Vital
atpidt,provider,Vital
atpn,provider,Vital
atpnpi,provider,Vital
atps,provider,Vital
atpsc,provider,Vital
cpid,provider,Vital
cpidt,provider,Vital
cpn,provider,Vital
cpnpi,provider,Vital
cps,provider,Vital
cpsc,provider,Vital
ftccn,provider,Vital
ftci,provider,Vital
ftid,provider,Vital
ftidt,provider,Vital
ftn,provider,Vital
ftnpi,provider,Vital
ftsa1,provider,Vital
ftsa2,provider,Vital
ftsp,provider,Vital
ftspcd,provider,Vital
ftst,provider,Vital
ftstn,provider,Vital
ftz,provider,Vital
opid,provider,Vital
opidt,provider,Vital
opn,provider,Vital
opnpi,provider,Vital
opsc,provider,Vital
opsn,provider,Vital
orgid,provider,Vital
orgn,provider,Vital
orgrid,provider,Vital
orgrn,provider,Vital
orgtin,provider,Vital
otpid,provider,Vital
otpidt,provider,Vital
otpn,provider,Vital
otpnpi,provider,Vital
otps,provider,Vital
otpsc,provider,Vital
rpid,provider,Vital
rpidt,provider,Vital
rpn,provider,Vital
rpnpi,provider,Vital
rps,provider,Vital
rpsc,provider,Vital
spidt,provider,Vital
spn,provider,Vital
spid,provider,Vital
sps,provider,Vital
spsc,provider,Vital
spnpi,provider,Vital
prvid,provider,Vital
st,source,Vital
sstp,source,Vital
rcdt,source,Vital
meunm,source,Vital
metmstp,source,Vital
medt,source,Vital
mefn,source,Vital
meln,source,Vital
meuid,source,Vital
menote,source,Vital
ingdt,source,Vital
pipid,source,Vital
sfn,source,Vital
vdnm,source,Vital
vdml,source,Vital
cltp,source,Vital
emrtp,source,Vital
vn,vital,Vital
vrcl,vital,Vital
vrd,vital,Vital
vrredt,vital,Vital
vnn,vital,Vital
vc,vital,Vital
vcs,vital,Vital
vrdt,vital,Vital
vrtm,vital,Vital
vv,vital,Vital
vu,vital,Vital
vrr,vital,Vital
vrl,vital,Vital
vrh,vital,Vital
vnc,vital,Vital
papcid,appointment,Immunization
fapid,appointment,Immunization
aprc,appointment,Immunization
aprt,appointment,Immunization
aprcs,appointment,Immunization
aptc,appointment,Immunization
aptn,appointment,Immunization
aptcs,appointment,Immunization
apd,appointment,Immunization
apdu,appointment,Immunization
apldt,appointment,Immunization
apltm,appointment,Immunization
pcid,appointment,Immunization
pcfn,appointment,Immunization
apcmn,appointment,Immunization
apclm,appointment,Immunization
afid,appointment,Immunization
affn,appointment,Immunization
afmn,appointment,Immunization
afln,appointment,Immunization
aeid,appointment,Immunization
aefn,appointment,Immunization
aemn,appointment,Immunization
aeln,appointment,Immunization
ppcapid,appointment,Immunization
pfapid,appointment,Immunization
apsc,appointment,Immunization
abkdt,appointment,Immunization
alrtp,appointment,Immunization
apfdt,appointment,Immunization
apftm,appointment,Immunization
empi,demographic,Immunization
tel2,demographic,Immunization
tel3,demographic,Immunization
tel4,demographic,Immunization
ssa1,demographic,Immunization
ssa2,demographic,Immunization
sci,demographic,Immunization
sct,demographic,Immunization
sctn,demographic,Immunization
sst,demographic,Immunization
sstn,demographic,Immunization
scy,demographic,Immunization
sz,demographic,Immunization
race,demographic,Immunization
fn,demographic,Immunization
mn,demographic,Immunization
ln,demographic,Immunization
orec,demographic,Immunization
byind,demographic,Immunization
pl,demographic,Immunization
bfmdst,demographic,Immunization
bfsdcd,demographic,Immunization
hpstdt,demographic,Immunization
hpenddt,demographic,Immunization
rel,demographic,Immunization
mbi,demographic,Immunization
dob,demographic,Immunization
gn,demographic,Immunization
dod,demographic,Immunization
id,demographic,Immunization
idt,demographic,Immunization
ssn4,demographic,Immunization
ssn,demographic,Immunization
eml1,demographic,Immunization
cell1,demographic,Immunization
tel1,demographic,Immunization
psa1,demographic,Immunization
psa2,demographic,Immunization
pci,demographic,Immunization
pct,demographic,Immunization
pctn,demographic,Immunization
pst,demographic,Immunization
pstn,demographic,Immunization
pcy,demographic,Immunization
pz,demographic,Immunization
ethn,demographic,Immunization
df,demographic,Immunization
ms,demographic,Immunization
sid,demographic,Immunization
pstp,demographic,Immunization
racen,demographic,Immunization
ethnm,demographic,Immunization
msn,demographic,Immunization
pcpn,demographic,Immunization
pcpslid,demographic,Immunization
pcpsln,demographic,Immunization
pcpfdt,demographic,Immunization
pcpldt,demographic,Immunization
pcpidt,demographic,Immunization
pcpslidt,demographic,Immunization
pcpid,demographic,Immunization
pthcno,demographic,Immunization
bedpa,demographic,Immunization
bedpb,demographic,Immunization
eid,encounter,Immunization
efdt,encounter,Immunization
er,encounter,Immunization
es,encounter,Immunization
drdn,encounter,Immunization
stn,encounter,Immunization
sln,encounter,Immunization
vif,encounter,Immunization
et,encounter,Immunization
atc,encounter,Immunization
raid,encounter,Immunization
adsc,encounter,Immunization
eldt,encounter,Immunization
drdc,encounter,Immunization
drtl,encounter,Immunization
fc,encounter,Immunization
stc,encounter,Immunization
slc,encounter,Immunization
adt,encounter,Immunization
drdt,encounter,Immunization
adsrn,encounter,Immunization
ptt,encounter,Immunization
imid,immunization,Immunization
imn,immunization,Immunization
imc,immunization,Immunization
imcs,immunization,Immunization
imfdt,immunization,Immunization
imftm,immunization,Immunization
imldt,immunization,Immunization
imltm,immunization,Immunization
ims,immunization,Immunization
imas,immunization,Immunization
imasu,immunization,Immunization
imsn,immunization,Immunization
imsln,immunization,Immunization
imsedt,immunization,Immunization
inpid,insurance,Immunization
incid,insurance,Immunization
inpn,insurance,Immunization
inptp,insurance,Immunization
incn,insurance,Immunization
ingno,insurance,Immunization
inorgn,insurance,Immunization
inpt,insurance,Immunization
infn,insurance,Immunization
inln,insurance,Immunization
inmn,insurance,Immunization
inpr,insurance,Immunization
indob,insurance,Immunization
inprsq,insurance,Immunization
ptsid,insurance,Immunization
ptsrn,insurance,Immunization
inpcs,insurance,Immunization
ingerid,insurance,Immunization
ingen,insurance,Immunization
inpfdt,insurance,Immunization
inpldt,insurance,Immunization
prs,insurance,Immunization
prt,insurance,Immunization
ptsgn,insurance,Immunization
cms,notesandcomments,Immunization
cmd,notesandcomments,Immunization
cmt,notesandcomments,Immunization
acoid,provider,Immunization
acon,provider,Immunization
adpid,provider,Immunization
adpidt,provider,Immunization
adpn,provider,Immunization
adpnpi,provider,Immunization
adps,provider,Immunization
adpsc,provider,Immunization
atpid,provider,Immunization
atpidt,provider,Immunization
atpn,provider,Immunization
atpnpi,provider,Immunization
atps,provider,Immunization
atpsc,provider,Immunization
cpid,provider,Immunization
cpidt,provider,Immunization
cpn,provider,Immunization
cpnpi,provider,Immunization
cps,provider,Immunization
cpsc,provider,Immunization
ftccn,provider,Immunization
ftci,provider,Immunization
ftid,provider,Immunization
ftidt,provider,Immunization
ftn,provider,Immunization
ftnpi,provider,Immunization
ftsa1,provider,Immunization
ftsa2,provider,Immunization
ftsp,provider,Immunization
ftspcd,provider,Immunization
ftst,provider,Immunization
ftstn,provider,Immunization
ftz,provider,Immunization
